timestamp,chunk_size,chunk_overlap,top_k,temperature,relevance_threshold,fallback_threshold,off_topic_threshold,llm_confidence_threshold,sigmoid_midpoint,sigmoid_steepness,avg_response_time_sec,total_tokens,estimated_cost_usd,mode_rag_count,mode_fallback_count,mode_llm_domain_check_count,mode_off_topic_count,mode_no_answer_count,mode_error_count,avg_improvement_pct,improvement_std,improvement_min,improvement_max,avg_relevance_score,avg_rag_score,avg_llm_score,avg_rag_specificity,avg_rag_relevance,avg_rag_factuality,avg_llm_specificity,avg_llm_relevance,avg_llm_factuality,notes
2025-11-04 10:46:24,800,100,4,0.2,0.55,0.5,0.15,5,0.5,12,7.39,1212,$0.0007,2,0,2,1,1,0,220.6%,337.99%,-77.8%,800.0%,0.428,7.61,5.50,7.17,8.50,7.17,4.50,6.50,5.50,Test run with 6 questions
2025-11-04 10:54:31,800,100,4,0.2,0.58,0.5,0.15,5,0.5,12,5.20,1172,$0.0007,2,0,2,1,1,0,166.9%,277.40%,-33.3%,733.3%,0.428,7.72,5.67,6.67,9.50,7.00,4.50,6.83,5.67,Test run with 6 questions
2025-11-04 11:06:26,800,100,4,0.2,0.6,0.5,0.15,5,0.5,12,10.29,1221,$0.0007,2,0,2,1,1,0,149.6%,297.91%,-85.0%,800.0%,0.428,7.61,5.83,7.17,8.33,7.33,4.17,8.17,5.17,Test run with 6 questions
2025-11-04 12:33:28,800,100,4,0.2,0.62,0.5,0.15,5,0.5,12,4.74,1217,$0.0007,2,0,2,1,1,0,180.3%,299.00%,-33.3%,800.0%,0.428,7.78,5.50,6.67,9.67,7.00,4.50,6.67,5.33,Test run with 6 questions
2025-11-04 12:37:16,800,100,4,0.2,0.65,0.5,0.15,5,0.5,12,4.70,1233,$0.0007,2,0,2,1,1,0,96.8%,222.76%,-76.5%,575.0%,0.428,6.94,6.06,6.17,8.67,6.00,4.33,8.33,5.50,Test run with 6 questions
2025-11-04 12:45:45,800,100,4,0.2,0.68,0.5,0.15,5,0.5,12,4.80,1268,$0.0007,2,0,2,1,1,0,195.3%,341.52%,-83.3%,800.0%,0.428,6.33,5.33,6.17,7.00,5.83,4.17,6.83,5.00,Test run with 6 questions
2025-11-04 12:58:56,800,100,4,0.2,0.7,0.5,0.15,5,0.5,12,4.76,1152,$0.0006,2,0,2,1,1,0,74.9%,213.19%,-89.3%,525.0%,0.428,5.39,5.89,4.67,7.00,4.50,4.17,8.00,5.50,Test run with 6 questions
2025-11-04 13:02:19,800,100,4,0.2,0.72,0.5,0.15,5,0.5,12,6.28,1274,$0.0007,1,1,2,1,1,0,188.0%,360.28%,-89.3%,800.0%,0.428,5.11,5.56,4.83,5.83,4.67,4.33,6.83,5.50,Test run with 6 questions
2025-11-04 13:07:22,800,100,4,0.2,0.75,0.5,0.15,5,0.5,12,5.63,1219,$0.0007,1,1,2,1,1,0,207.9%,360.28%,-83.3%,833.3%,0.428,6.50,5.44,6.17,7.17,6.17,4.33,6.50,5.50,Test run with 6 questions
2025-11-04 13:10:38,800,100,4,0.2,0.8,0.5,0.15,5,0.5,12,5.69,1202,$0.0007,1,1,2,1,1,0,226.3%,326.09%,-33.3%,800.0%,0.428,7.89,5.28,7.00,9.67,7.00,4.17,6.50,5.17,Test run with 6 questions
